entregador_id,semana_id,entregas_realizadas,horas_online,avaliacao_media,cancelamentos,ativo
66,12,37,12.0,4.98,3,True
67,1,38,14.4,4.75,1,True
67,2,41,12.1,4.1,1,True
67,3,35,10.8,4.24,1,True
67,4,34,12.6,4.52,1,True
67,5,39,13.4,4.67,2,True
67,6,38,12.0,4.46,0,True
67,7,41,15.4,4.47,1,True
67,8,45,16.3,5.0,0,True
67,9,39,12.3,4.98,0,True
67,10,39,13.9,4.51,2,True
67,11,43,14.1,4.45,1,True
67,12,44,15.2,4.35,0,True
68,1,36,10.9,4.4,0,True
68,2,36,10.6,4.22,0,True
68,3,33,10.1,4.72,1,True
68,4,46,17.5,4.65,2,True
68,5,27,10.0,4.94,1,True
68,6,37,13.5,4.15,1,True
68,7,37,13.0,4.73,2,True
68,8,35,12.8,4.68,0,True
68,9,0,0.0,,0,False
68,10,0,0.0,,0,False
68,11,0,0.0,,0,False
68,12,0,0.0,,0,False
69,1,30,10.0,4.39,0,True
69,2,22,6.7,4.74,0,True
69,3,32,11.8,4.48,1,True
69,4,38,13.4,4.59,1,True
69,5,34,12.1,4.93,3,True
69,6,33,10.3,4.73,1,True
69,7,37,11.2,4.49,1,True
69,8,41,13.5,4.41,0,True
69,9,29,9.2,4.88,0,True
69,10,30,10.7,4.46,1,True
69,11,36,12.1,4.79,0,True
69,12,33,10.9,4.69,1,True
70,1,33,11.0,4.73,1,True
70,2,32,10.3,4.65,0,True
70,3,33,9.7,4.83,0,True
70,4,29,10.6,4.53,1,True
70,5,37,11.8,4.96,0,True
70,6,38,12.7,4.76,3,True
70,7,38,11.7,4.9,1,True
70,8,32,11.7,4.45,1,True
70,9,36,11.0,4.64,1,True
70,10,30,11.3,4.47,5,True
70,11,37,11.2,4.69,0,True
70,12,33,11.4,5.0,0,True
71,1,33,10.0,4.55,0,True
71,2,30,10.1,4.61,2,True
71,3,29,10.8,4.54,1,True
71,4,33,11.9,4.65,0,True
71,5,30,9.2,4.61,1,True
71,6,28,9.8,5.0,1,True
71,7,28,8.4,4.75,0,True
71,8,26,8.6,4.59,0,True
71,9,25,9.1,4.66,1,True
71,10,31,10.4,4.91,0,True
71,11,25,9.3,5.0,2,True
71,12,30,9.6,4.63,1,True
72,1,29,9.9,4.25,1,True
72,2,29,10.9,4.58,0,True
72,3,27,8.4,4.55,0,True
72,4,25,9.5,4.46,1,True
72,5,30,10.7,4.58,1,True
72,6,24,7.5,4.65,0,True
72,7,28,10.2,4.52,0,True
72,8,26,9.7,4.65,1,True
72,9,28,8.4,3.85,2,True
72,10,26,9.7,4.78,0,True
72,11,22,7.0,4.86,0,True
72,12,24,7.7,4.17,1,True
73,1,21,7.1,4.62,0,True
73,2,18,5.7,5.0,0,True
73,3,24,7.9,4.52,1,True
73,4,33,11.7,4.26,2,True
73,5,26,9.9,4.56,1,True
73,6,36,12.0,4.76,0,True
73,7,30,10.6,4.47,1,True
73,8,31,10.1,5.0,0,True
73,9,33,12.0,4.36,0,True
73,10,34,12.5,4.62,0,True
73,11,28,9.5,4.24,1,True
73,12,27,9.4,4.26,0,True
74,1,28,9.2,4.65,0,True
74,2,19,7.0,4.85,3,True
74,3,19,6.5,5.0,3,True
74,4,19,5.7,4.55,0,True
74,5,23,7.0,4.27,1,True
74,6,28,10.1,4.84,0,True
74,7,16,5.8,4.72,1,True
74,8,21,7.2,4.82,2,True
74,9,0,0.0,,0,False
74,10,0,0.0,,0,False
74,11,0,0.0,,0,False
74,12,0,0.0,,0,False
75,1,24,7.2,4.96,3,True
75,2,30,9.6,4.43,1,True
75,3,30,11.0,4.4,0,True
75,4,37,12.8,4.18,0,True
75,5,35,12.9,4.44,1,True
75,6,33,10.7,3.93,0,True
75,7,36,11.7,4.52,2,True
75,8,32,9.5,4.61,1,True
75,9,34,11.8,4.5,4,True
75,10,31,9.2,4.27,1,True
75,11,30,9.3,4.81,0,True
75,12,28,8.3,4.63,1,True
76,1,29,10.7,4.19,0,True
76,2,33,10.8,4.44,2,True
76,3,29,8.8,4.43,1,True
76,4,28,8.7,4.79,1,True
76,5,33,12.0,4.57,1,True
76,6,36,11.2,4.54,0,True
76,7,26,9.5,4.88,0,True
76,8,34,10.7,4.91,0,True
76,9,36,13.8,4.53,0,True
76,10,28,10.3,4.83,0,True
76,11,26,9.0,4.46,2,True
76,12,26,8.9,4.88,0,True
77,1,29,10.8,4.73,1,True
77,2,30,9.1,4.84,2,True
77,3,24,8.8,4.28,1,True
77,4,25,8.8,4.97,0,True
77,5,24,8.1,4.29,1,True
77,6,33,10.4,4.54,2,True
77,7,35,10.6,4.51,2,True
77,8,28,9.5,5.0,0,True
77,9,26,7.9,4.84,2,True
77,10,29,8.5,4.57,2,True
77,11,28,9.5,4.15,0,True
77,12,29,10.1,4.91,2,True
78,1,14,4.6,4.9,1,True
78,2,17,6.3,4.4,2,True
78,3,19,6.4,4.89,0,True
78,4,23,8.8,4.61,0,True
78,5,24,7.6,4.36,0,True
78,6,27,8.8,4.63,2,True
78,7,21,7.5,4.5,0,True
78,8,16,5.7,5.0,0,True
78,9,18,6.6,4.58,1,True
78,10,27,9.1,4.89,0,True
78,11,23,7.3,4.36,1,True
78,12,23,7.6,4.54,1,True
79,1,26,8.1,4.35,3,True
79,2,30,10.7,4.59,2,True
79,3,28,9.5,4.32,1,True
79,4,22,8.2,4.65,0,True
79,5,27,9.9,4.83,0,True
79,6,32,11.9,4.64,1,True
79,7,34,10.0,4.6,0,True
79,8,31,11.0,4.52,0,True
79,9,26,10.0,4.67,1,True
79,10,32,10.2,4.79,2,True
79,11,37,11.7,4.78,0,True
79,12,25,9.0,4.38,1,True
80,1,35,10.5,4.43,2,True
80,2,36,12.4,4.41,2,True
80,3,36,13.3,4.11,0,True
80,4,38,12.7,4.91,1,True
80,5,41,13.9,4.46,0,True
80,6,43,16.4,4.43,2,True
80,7,40,13.9,4.7,2,True
80,8,46,13.9,4.87,1,True
80,9,36,11.3,4.52,0,True
80,10,39,14.5,4.31,1,True
80,11,39,14.3,4.77,1,True
80,12,44,13.5,3.89,2,True
81,1,26,8.9,4.62,0,True
81,2,25,8.9,4.6,2,True
81,3,28,10.5,4.35,0,True
81,4,24,8.4,4.97,0,True
81,5,29,10.8,4.16,1,True
81,6,29,11.1,4.7,2,True
81,7,30,9.1,4.7,0,True
81,8,36,10.8,4.47,0,True
81,9,29,9.7,4.82,0,True
81,10,33,11.1,4.26,1,True
81,11,30,10.4,4.33,0,True
81,12,38,14.3,4.62,1,True
82,1,31,9.5,4.95,1,True
82,2,34,10.6,4.47,1,True
82,3,30,10.0,4.62,2,True
82,4,34,10.5,4.54,0,True
82,5,30,10.0,4.4,1,True
82,6,35,11.2,4.39,1,True
82,7,31,11.9,4.87,2,True
82,8,32,9.5,4.53,0,True
82,9,32,9.4,4.56,3,True
82,10,31,10.6,4.74,2,True
82,11,31,11.4,4.17,0,True
82,12,37,13.8,4.54,1,True
83,1,21,7.3,4.53,0,True
83,2,26,8.3,5.0,0,True
83,3,19,6.3,4.48,0,True
83,4,28,10.6,4.5,0,True
83,5,21,6.2,4.49,0,True
83,6,26,8.4,4.88,0,True
83,7,29,10.7,4.88,0,True
83,8,21,7.3,4.57,1,True
83,9,30,9.4,4.85,1,True
83,10,33,10.5,4.97,2,True
83,11,26,8.5,4.6,1,True
83,12,25,9.1,4.58,1,True
84,1,44,13.8,4.82,1,True
84,2,37,12.1,5.0,0,True
84,3,33,10.9,5.0,0,True
84,4,34,10.7,4.41,3,True
84,5,34,11.4,4.51,1,True
84,6,33,12.0,4.79,0,True
84,7,35,11.6,4.47,1,True
84,8,32,11.4,4.48,1,True
84,9,40,12.4,4.87,2,True
84,10,36,11.6,4.33,0,True
84,11,36,13.3,4.63,2,True
84,12,41,14.1,4.89,3,True
85,1,30,10.1,4.32,0,True
85,2,30,11.3,4.95,0,True
85,3,26,7.7,4.59,0,True
85,4,28,8.3,3.83,0,True
85,5,36,12.9,4.28,1,True
85,6,35,13.0,4.72,1,True
85,7,29,8.7,4.72,0,True
85,8,32,9.5,4.87,0,True
85,9,29,10.2,4.3,0,True
85,10,28,10.4,4.63,1,True
85,11,28,10.2,4.64,0,True
85,12,29,8.9,4.34,1,True
86,1,31,11.2,4.62,1,True
86,2,28,10.4,4.42,3,True
86,3,32,10.0,4.76,0,True
86,4,39,12.7,4.39,2,True
86,5,36,12.9,4.55,0,True
86,6,28,10.6,4.54,0,True
86,7,27,9.4,4.63,2,True
86,8,30,9.0,4.58,1,True
86,9,33,12.7,4.9,1,True
86,10,0,0.0,,0,False
86,11,0,0.0,,0,False
86,12,0,0.0,,0,False
87,1,45,15.2,5.0,0,True
87,2,42,15.5,4.52,0,True
87,3,42,15.1,5.0,0,True
87,4,48,14.9,4.96,2,True
87,5,52,16.9,4.53,2,True
87,6,56,17.0,5.0,0,True
87,7,48,16.2,4.7,2,True
87,8,50,16.5,4.53,1,True
87,9,51,17.7,4.62,0,True
87,10,49,17.1,4.55,0,True
87,11,46,17.3,4.52,0,True
87,12,50,16.0,4.5,0,True
88,1,43,13.3,4.4,0,True
88,2,42,13.3,4.79,0,True
88,3,0,0.0,,0,False
88,4,0,0.0,,0,False
88,5,0,0.0,,0,False
88,6,0,0.0,,0,False
88,7,0,0.0,,0,False
88,8,0,0.0,,0,False
88,9,0,0.0,,0,False
88,10,0,0.0,,0,False
88,11,0,0.0,,0,False
88,12,0,0.0,,0,False
89,1,33,11.3,4.53,0,True
89,2,34,11.3,4.5,1,True
89,3,25,7.9,4.28,0,True
89,4,21,7.6,4.49,0,True
89,5,31,11.8,4.85,0,True
89,6,0,0.0,,0,False
89,7,0,0.0,,0,False
89,8,0,0.0,,0,False
89,9,0,0.0,,0,False
89,10,0,0.0,,0,False
89,11,0,0.0,,0,False
89,12,0,0.0,,0,False
90,1,29,10.4,4.83,0,True
90,2,25,8.6,4.61,1,True
90,3,26,8.2,4.71,2,True
90,4,28,9.1,4.51,1,True
90,5,32,12.1,4.37,2,True
90,6,34,11.2,4.58,1,True
90,7,33,9.9,4.18,2,True
90,8,28,8.7,4.56,1,True
90,9,35,13.1,4.55,0,True
90,10,34,10.5,4.74,1,True
90,11,33,10.1,4.57,2,True
90,12,35,11.2,4.19,2,True
91,1,25,9.4,4.47,0,True
91,2,28,9.9,4.51,1,True
91,3,40,11.8,4.26,0,True
91,4,31,10.6,4.49,1,True
91,5,0,0.0,,0,False
91,6,0,0.0,,0,False
91,7,0,0.0,,0,False
91,8,0,0.0,,0,False
91,9,0,0.0,,0,False
91,10,0,0.0,,0,False
91,11,0,0.0,,0,False
91,12,0,0.0,,0,False
92,1,34,12.1,4.75,0,True
92,2,39,12.5,4.65,2,True
92,3,34,11.2,4.68,1,True
92,4,33,11.5,5.0,0,True
92,5,35,12.8,4.99,1,True
92,6,40,14.7,4.55,1,True
92,7,41,12.6,4.45,0,True
92,8,38,11.4,4.33,0,True
92,9,38,11.7,4.46,0,True
92,10,43,14.6,4.78,0,True
92,11,38,14.3,4.92,1,True
92,12,39,14.0,4.64,0,True
93,1,24,7.3,4.51,0,True
93,2,32,11.4,4.74,1,True
93,3,25,8.2,4.37,0,True
93,4,33,12.3,4.43,2,True
93,5,36,13.4,4.87,0,True
93,6,21,6.6,4.72,1,True
93,7,28,8.6,4.48,1,True
93,8,28,10.5,4.42,0,True
93,9,30,9.2,4.88,0,True
93,10,31,10.0,4.75,0,True
93,11,31,10.1,4.23,1,True
93,12,37,11.8,4.41,1,True
94,1,32,12.3,4.21,0,True
94,2,33,12.0,4.86,0,True
94,3,27,8.9,4.39,0,True
94,4,27,9.0,4.62,1,True
94,5,27,10.3,4.49,0,True
94,6,25,7.5,4.39,0,True
94,7,28,10.7,4.6,1,True
94,8,27,8.5,4.32,2,True
94,9,30,11.3,4.34,1,True
94,10,27,9.3,4.56,0,True
94,11,24,8.8,4.34,0,True
94,12,27,9.3,4.74,0,True
95,1,37,14.0,4.76,2,True
95,2,39,11.6,4.64,2,True
95,3,37,14.0,4.91,0,True
95,4,36,12.7,4.94,2,True
95,5,35,10.6,4.42,0,True
95,6,33,11.6,4.58,0,True
95,7,36,10.6,4.56,1,True
95,8,38,11.2,4.57,0,True
95,9,33,11.8,3.99,0,True
95,10,35,12.1,4.65,2,True
95,11,37,11.4,4.45,2,True
95,12,36,11.7,4.16,2,True
96,1,25,7.8,4.56,0,True
96,2,30,9.4,4.72,0,True
96,3,33,11.6,4.94,2,True
96,4,33,12.2,4.41,0,True
96,5,31,11.7,4.32,1,True
96,6,39,14.5,4.6,2,True
96,7,35,10.5,4.97,2,True
96,8,35,12.3,4.4,1,True
96,9,34,12.3,4.64,2,True
96,10,34,10.0,4.76,1,True
96,11,34,11.7,4.57,2,True
96,12,37,12.4,4.55,0,True
97,1,42,12.4,4.14,1,True
97,2,43,13.2,4.15,1,True
97,3,42,14.4,4.42,0,True
97,4,40,12.3,4.84,1,True
97,5,46,14.8,4.8,1,True
97,6,33,10.5,4.71,1,True
97,7,41,15.6,4.75,2,True
97,8,48,18.1,4.71,1,True
97,9,42,13.6,4.5,1,True
97,10,48,14.7,4.54,1,True
97,11,45,15.0,4.77,3,True
97,12,44,15.5,4.45,1,True
98,1,25,8.5,4.67,0,True
98,2,21,6.9,4.46,1,True
98,3,30,11.5,4.94,0,True
98,4,0,0.0,,0,False
98,5,0,0.0,,0,False
98,6,0,0.0,,0,False
98,7,0,0.0,,0,False
98,8,0,0.0,,0,False
98,9,0,0.0,,0,False
98,10,0,0.0,,0,False
98,11,0,0.0,,0,False
98,12,0,0.0,,0,False
99,1,43,16.3,4.15,0,True
99,2,42,14.3,4.3,1,True
99,3,40,14.1,4.59,0,True
99,4,36,11.4,4.83,1,True
99,5,40,14.6,4.79,2,True
99,6,39,13.8,4.89,1,True
99,7,44,14.0,4.54,0,True
99,8,39,14.4,4.68,1,True
99,9,34,11.2,4.52,1,True
99,10,38,13.3,4.59,1,True
99,11,40,12.3,4.81,2,True
99,12,32,11.1,4.56,2,True
100,1,32,12.0,4.46,0,True
100,2,32,11.3,4.4,1,True
100,3,30,10.0,4.57,1,True
100,4,33,10.3,4.86,0,True
100,5,31,11.9,4.44,1,True
100,6,39,13.9,4.13,1,True
100,7,41,12.1,4.4,0,True
100,8,35,11.1,4.8,0,True
100,9,43,13.6,4.76,2,True
100,10,39,12.5,5.0,0,True
100,11,36,12.5,4.86,3,True
100,12,43,14.3,4.25,1,True
101,1,28,8.4,5.0,1,True
101,2,31,9.9,4.57,2,True
101,3,39,13.2,4.59,1,True
101,4,28,10.2,3.98,0,True
101,5,41,14.8,4.31,0,True
101,6,46,15.3,4.09,0,True
101,7,42,14.8,4.66,1,True
101,8,40,12.2,4.72,0,True
101,9,45,13.4,4.66,0,True
101,10,41,15.0,4.86,1,True
101,11,39,12.5,4.69,1,True
101,12,42,12.8,5.0,1,True
102,1,25,7.5,4.21,1,True
102,2,22,7.0,4.38,0,True
102,3,28,9.8,4.56,1,True
102,4,22,6.6,4.63,0,True
102,5,26,8.6,4.78,3,True
102,6,35,13.5,4.85,2,True
102,7,34,12.1,4.89,0,True
102,8,39,13.4,4.74,2,True
102,9,33,11.6,4.6,1,True
102,10,35,10.7,4.74,0,True
102,11,34,10.2,4.91,2,True
102,12,32,10.0,4.54,2,True
103,1,24,7.6,4.59,1,True
103,2,25,7.5,4.55,0,True
103,3,25,7.4,4.5,1,True
103,4,23,7.7,4.62,0,True
103,5,0,0.0,,0,False
103,6,0,0.0,,0,False
103,7,0,0.0,,0,False
103,8,0,0.0,,0,False
103,9,0,0.0,,0,False
103,10,0,0.0,,0,False
103,11,0,0.0,,0,False
103,12,0,0.0,,0,False
104,1,27,9.8,4.25,0,True
104,2,32,9.8,4.5,0,True
104,3,30,10.4,4.8,0,True
104,4,0,0.0,,0,False
104,5,0,0.0,,0,False
104,6,0,0.0,,0,False
104,7,0,0.0,,0,False
104,8,0,0.0,,0,False
104,9,0,0.0,,0,False
104,10,0,0.0,,0,False
104,11,0,0.0,,0,False
104,12,0,0.0,,0,False
105,1,33,10.0,4.87,1,True
105,2,37,13.5,4.32,2,True
105,3,29,9.4,4.48,0,True
105,4,37,11.6,4.59,2,True
105,5,34,11.7,4.4,1,True
105,6,35,11.9,4.42,1,True
105,7,44,13.6,4.79,0,True
105,8,46,17.5,4.56,0,True
105,9,43,15.2,4.92,1,True
105,10,44,13.5,4.18,1,True
105,11,42,13.6,4.21,1,True
105,12,40,13.7,4.76,0,True
106,1,30,9.6,4.53,1,True
106,2,36,11.4,4.79,1,True
106,3,30,9.8,4.69,0,True
106,4,30,10.0,4.51,0,True
106,5,43,13.9,4.45,2,True
106,6,36,11.9,4.91,0,True
106,7,38,11.2,4.62,1,True
106,8,38,13.2,4.64,1,True
106,9,39,12.6,4.99,0,True
106,10,32,10.9,4.48,0,True
106,11,40,12.0,4.65,0,True
106,12,38,11.3,4.65,0,True
107,1,23,7.5,4.67,0,True
107,2,23,7.3,4.08,0,True
107,3,13,4.5,4.88,0,True
107,4,26,8.9,4.74,0,True
107,5,21,6.4,4.98,0,True
107,6,20,6.9,4.74,5,True
107,7,26,8.7,4.65,2,True
107,8,25,7.8,4.42,0,True
107,9,19,6.5,4.58,0,True
107,10,25,7.5,4.9,0,True
107,11,25,8.4,4.62,1,True
107,12,21,8.1,5.0,1,True
108,1,27,8.4,4.17,2,True
108,2,0,0.0,,0,False
108,3,0,0.0,,0,False
108,4,0,0.0,,0,False
108,5,0,0.0,,0,False
108,6,0,0.0,,0,False
108,7,0,0.0,,0,False
108,8,0,0.0,,0,False
108,9,0,0.0,,0,False
108,10,0,0.0,,0,False
108,11,0,0.0,,0,False
108,12,0,0.0,,0,False
109,1,22,7.7,4.47,0,True
109,2,21,6.3,4.32,0,True
109,3,23,7.6,4.47,2,True
109,4,27,8.3,4.43,0,True
109,5,18,5.9,4.76,2,True
109,6,28,10.3,4.86,1,True
109,7,22,7.1,4.54,0,True
109,8,24,7.3,4.42,0,True
109,9,19,6.1,4.16,1,True
109,10,20,6.7,4.31,2,True
109,11,18,6.7,4.5,1,True
109,12,22,7.2,4.29,1,True
110,1,27,8.8,4.2,0,True
110,2,20,5.9,5.0,0,True
110,3,21,7.1,5.0,1,True
110,4,18,5.6,4.28,1,True
110,5,17,5.2,4.4,1,True
110,6,24,7.6,4.92,1,True
110,7,21,6.4,4.7,1,True
110,8,27,8.2,4.45,1,True
110,9,23,8.3,4.26,1,True
110,10,25,8.0,4.62,1,True
110,11,26,9.5,4.65,0,True
110,12,26,7.9,4.64,0,True
111,1,27,10.1,4.65,1,True
111,2,35,10.6,4.64,2,True
111,3,25,8.0,4.59,0,True
111,4,31,10.7,4.31,1,True
111,5,32,11.5,4.75,0,True
111,6,27,10.3,4.78,2,True
111,7,30,11.3,4.81,1,True
111,8,32,9.7,4.99,1,True
111,9,28,10.7,4.53,1,True
111,10,28,9.9,4.68,0,True
111,11,26,9.2,4.47,2,True
111,12,28,10.3,4.71,0,True
112,1,43,12.7,4.77,0,True
112,2,38,12.0,4.74,1,True
112,3,39,12.2,5.0,0,True
112,4,41,14.6,4.89,0,True
112,5,41,14.3,4.59,1,True
112,6,39,12.6,4.67,3,True
112,7,32,11.3,4.0,0,True
112,8,43,14.7,4.39,1,True
112,9,37,11.9,4.46,1,True
112,10,38,14.5,4.63,1,True
112,11,30,9.9,4.61,1,True
112,12,41,13.7,4.55,1,True
113,1,31,11.6,4.51,1,True
113,2,32,10.6,4.43,0,True
113,3,0,0.0,,0,False
113,4,0,0.0,,0,False
113,5,0,0.0,,0,False
113,6,0,0.0,,0,False
113,7,0,0.0,,0,False
113,8,0,0.0,,0,False
113,9,0,0.0,,0,False
113,10,0,0.0,,0,False
113,11,0,0.0,,0,False
113,12,0,0.0,,0,False
114,1,20,6.8,4.89,1,True
114,2,18,5.7,4.63,0,True
114,3,17,5.6,4.77,0,True
114,4,20,6.5,4.83,1,True
114,5,21,6.3,4.66,1,True
114,6,21,6.8,5.0,1,True
114,7,19,7.3,4.68,1,True
114,8,25,8.6,4.35,0,True
114,9,23,8.0,4.79,1,True
114,10,29,10.5,4.47,1,True
114,11,23,6.8,4.46,0,True
114,12,20,6.3,4.26,1,True
115,1,26,9.5,4.6,2,True
115,2,34,12.6,4.19,2,True
115,3,28,10.0,4.65,1,True
115,4,29,11.0,4.43,1,True
115,5,31,11.5,4.5,1,True
115,6,34,11.6,4.61,0,True
115,7,24,7.6,4.61,2,True
115,8,25,9.5,4.52,0,True
115,9,22,6.9,4.6,3,True
115,10,27,9.7,4.52,0,True
115,11,28,9.9,4.76,0,True
115,12,30,11.5,4.46,0,True
116,1,33,11.3,4.81,2,True
116,2,26,8.0,5.0,0,True
116,3,30,11.0,4.52,0,True
116,4,25,8.9,4.83,0,True
116,5,36,10.6,4.49,0,True
116,6,31,9.9,4.61,1,True
116,7,37,11.2,4.35,1,True
116,8,36,11.3,5.0,1,True
116,9,31,9.4,4.91,0,True
116,10,38,12.4,4.41,1,True
116,11,35,12.4,4.61,0,True
116,12,35,13.4,4.81,4,True
117,1,40,14.0,5.0,3,True
117,2,41,12.9,4.61,3,True
117,3,37,12.2,4.46,1,True
117,4,42,13.2,4.41,1,True
117,5,47,15.3,4.66,2,True
117,6,42,14.4,4.52,0,True
117,7,49,17.8,4.57,1,True
117,8,46,15.8,4.32,1,True
117,9,49,16.8,4.65,1,True
117,10,50,15.5,4.73,0,True
117,11,53,19.4,4.28,2,True
117,12,40,15.2,4.26,1,True
118,1,27,8.4,5.0,0,True
118,2,20,7.0,4.75,0,True
118,3,22,6.8,4.8,1,True
118,4,26,8.8,4.25,0,True
118,5,29,9.9,4.48,0,True
118,6,24,7.3,4.26,0,True
118,7,27,9.4,4.91,1,True
118,8,27,9.4,5.0,0,True
118,9,30,9.2,4.93,0,True
118,10,23,6.9,4.59,0,True
118,11,26,8.2,4.8,1,True
118,12,29,9.7,4.22,2,True
119,1,29,11.1,4.05,0,True
119,2,35,11.5,4.82,0,True
119,3,32,9.6,4.43,1,True
119,4,25,8.8,4.67,0,True
119,5,26,8.4,4.49,1,True
119,6,22,6.9,4.75,1,True
119,7,28,10.2,4.64,0,True
119,8,29,8.9,5.0,3,True
119,9,29,11.1,4.95,0,True
119,10,29,11.0,4.79,2,True
119,11,0,0.0,,0,False
119,12,0,0.0,,0,False
120,1,45,14.4,4.53,2,True
120,2,0,0.0,,0,False
120,3,0,0.0,,0,False
120,4,0,0.0,,0,False
120,5,0,0.0,,0,False
120,6,0,0.0,,0,False
120,7,0,0.0,,0,False
120,8,0,0.0,,0,False
120,9,0,0.0,,0,False
120,10,0,0.0,,0,False
120,11,0,0.0,,0,False
120,12,0,0.0,,0,False
121,1,34,11.4,5.0,1,True
121,2,32,12.0,4.79,1,True
121,3,35,12.4,4.65,1,True
121,4,27,10.0,4.31,1,True
121,5,36,12.3,4.22,0,True
121,6,34,10.2,4.8,4,True
121,7,44,13.2,4.3,1,True
121,8,36,11.7,4.49,0,True
121,9,41,13.1,4.31,1,True
121,10,43,16.4,4.47,1,True
121,11,41,15.7,4.34,0,True
121,12,38,12.9,4.48,1,True
122,1,39,12.7,5.0,0,True
122,2,39,13.7,4.56,1,True
122,3,35,12.7,4.82,1,True
122,4,0,0.0,,0,False
122,5,0,0.0,,0,False
122,6,0,0.0,,0,False
122,7,0,0.0,,0,False
122,8,0,0.0,,0,False
122,9,0,0.0,,0,False
122,10,0,0.0,,0,False
122,11,0,0.0,,0,False
122,12,0,0.0,,0,False
123,1,38,12.7,4.24,0,True
123,2,31,10.2,4.1,3,True
123,3,32,9.5,4.56,1,True
123,4,27,8.5,4.75,1,True
123,5,33,10.6,4.48,0,True
123,6,34,12.2,4.35,0,True
123,7,34,11.5,4.94,0,True
123,8,22,7.3,4.88,1,True
123,9,23,8.3,4.5,0,True
123,10,34,11.1,4.82,0,True
123,11,23,8.1,4.55,1,True
123,12,30,8.8,5.0,1,True
124,1,33,12.3,4.68,4,True
124,2,33,11.1,4.45,1,True
124,3,33,10.8,4.92,0,True
124,4,28,8.3,4.78,0,True
124,5,37,11.9,4.82,0,True
124,6,37,12.7,4.63,0,True
124,7,28,8.3,5.0,1,True
124,8,0,0.0,,0,False
124,9,0,0.0,,0,False
124,10,0,0.0,,0,False
124,11,0,0.0,,0,False
124,12,0,0.0,,0,False
125,1,28,9.8,4.34,0,True
125,2,39,12.1,4.5,0,True
125,3,32,10.4,4.65,0,True
125,4,38,12.1,4.73,1,True
125,5,34,11.7,4.96,1,True
125,6,29,10.4,4.35,3,True
125,7,35,12.0,4.81,1,True
125,8,30,11.0,4.36,1,True
125,9,41,15.5,4.57,2,True
125,10,38,14.4,4.83,3,True
125,11,25,9.3,4.86,1,True
125,12,32,9.7,4.43,0,True
126,1,25,9.3,4.5,1,True
126,2,20,7.2,4.3,0,True
126,3,19,5.7,4.26,1,True
126,4,25,8.2,4.71,2,True
126,5,27,8.5,4.64,0,True
126,6,29,9.6,4.52,0,True
126,7,21,6.8,4.7,0,True
126,8,27,8.3,4.44,1,True
126,9,24,9.2,4.75,0,True
126,10,23,7.9,4.76,1,True
126,11,25,8.7,4.14,1,True
126,12,0,0.0,,0,False
127,1,36,11.7,4.75,0,True
127,2,35,11.6,4.62,0,True
127,3,36,11.2,4.65,1,True
127,4,39,12.7,4.88,1,True
127,5,36,12.1,4.51,2,True
127,6,35,10.8,5.0,0,True
127,7,39,12.8,4.85,2,True
127,8,32,10.2,4.74,1,True
127,9,33,10.7,4.27,0,True
127,10,34,11.8,5.0,0,True
127,11,0,0.0,,0,False
127,12,0,0.0,,0,False
128,1,19,6.2,4.66,1,True
128,2,0,0.0,,0,False
128,3,0,0.0,,0,False
128,4,0,0.0,,0,False
128,5,0,0.0,,0,False
128,6,0,0.0,,0,False
128,7,0,0.0,,0,False
128,8,0,0.0,,0,False
128,9,0,0.0,,0,False
128,10,0,0.0,,0,False
128,11,0,0.0,,0,False
128,12,0,0.0,,0,False
129,1,30,11.4,4.36,0,True
129,2,30,11.1,4.43,2,True
129,3,27,9.1,4.64,1,True
129,4,33,12.0,4.54,2,True
129,5,30,9.9,4.63,0,True
129,6,33,11.8,4.8,1,True
129,7,29,10.6,4.13,2,True
129,8,31,9.2,5.0,0,True
129,9,34,12.2,4.37,0,True
129,10,35,12.1,4.42,1,True
129,11,27,8.0,4.22,3,True
129,12,31,9.2,4.71,0,True
130,1,30,9.8,4.18,0,True
130,2,26,7.7,4.16,1,True
130,3,27,8.8,4.6,1,True
130,4,25,8.1,4.69,0,True
130,5,31,9.3,4.57,0,True
130,6,36,10.8,4.61,0,True
130,7,36,11.8,4.62,0,True
130,8,37,12.2,4.65,2,True
130,9,41,14.7,4.25,0,True
130,10,0,0.0,,0,False
130,11,0,0.0,,0,False
130,12,0,0.0,,0,False
131,1,33,11.2,4.69,1,True
131,2,24,7.9,4.48,1,True
131,3,24,8.8,4.68,0,True
131,4,26,8.3,4.48,0,True
131,5,27,8.6,4.45,0,True
131,6,25,8.0,4.34,1,True
131,7,28,9.2,4.51,1,True
131,8,19,7.2,4.79,3,True
131,9,26,9.6,4.82,0,True
131,10,26,8.7,4.66,0,True
131,11,28,9.3,4.82,1,True
131,12,28,9.3,4.52,1,True
132,1,27,8.7,5.0,0,True
132,2,30,9.8,4.82,0,True
132,3,25,7.8,4.54,1,True
132,4,26,8.3,4.45,1,True
132,5,32,12.2,4.78,0,True
132,6,34,10.3,4.79,1,True
132,7,36,13.0,4.28,2,True
132,8,32,9.8,4.77,0,True
132,9,35,12.1,4.65,0,True
132,10,32,10.0,4.93,3,True
132,11,33,10.9,4.53,0,True
132,12,41,14.0,4.49,1,True
133,1,28,10.3,4.63,2,True
133,2,22,8.0,4.19,0,True
133,3,27,9.1,4.43,0,True
