entregador_id,semana_id,missao_id,meta_atingida,bonus_pago
370,10,1,True,40.0
370,11,1,True,40.0
370,12,1,True,40.0
371,5,1,True,40.0
371,6,1,True,40.0
371,7,1,True,40.0
371,8,1,True,40.0
371,9,1,True,40.0
371,10,1,True,40.0
371,11,1,True,40.0
371,12,1,True,40.0
377,5,1,False,0.0
377,6,1,True,40.0
377,7,1,True,40.0
377,8,1,True,40.0
377,9,1,True,40.0
377,10,1,True,40.0
377,11,1,False,0.0
377,12,1,True,40.0
381,5,1,True,40.0
381,6,1,True,40.0
381,7,1,True,40.0
382,5,2,True,90.0
382,6,2,True,90.0
382,7,2,True,90.0
382,8,2,True,90.0
382,9,2,True,90.0
382,10,2,True,90.0
382,11,2,True,90.0
382,12,2,True,90.0
383,5,1,True,40.0
383,6,1,True,40.0
383,7,1,True,40.0
383,8,1,True,40.0
383,9,1,True,40.0
383,10,1,True,40.0
383,11,1,True,40.0
383,12,1,True,40.0
386,5,1,True,40.0
386,6,1,True,40.0
386,7,1,True,40.0
386,8,1,True,40.0
386,9,1,True,40.0
386,10,1,True,40.0
386,11,1,True,40.0
386,12,1,True,40.0
387,5,1,True,40.0
387,6,1,True,40.0
387,7,1,True,40.0
387,8,1,True,40.0
387,9,1,True,40.0
387,10,1,True,40.0
387,11,1,True,40.0
387,12,1,True,40.0
388,5,1,True,40.0
388,6,1,True,40.0
388,7,1,True,40.0
390,5,1,True,40.0
390,6,2,True,90.0
390,7,2,True,90.0
391,5,1,True,40.0
391,6,1,True,40.0
391,7,1,True,40.0
391,8,1,True,40.0
391,9,1,True,40.0
391,10,1,True,40.0
391,11,1,True,40.0
391,12,1,True,40.0
393,5,1,True,40.0
393,6,1,True,40.0
393,7,1,True,40.0
393,8,1,True,40.0
393,9,1,True,40.0
393,10,1,True,40.0
393,11,1,True,40.0
393,12,1,True,40.0
394,5,1,True,40.0
394,6,1,True,40.0
394,7,1,True,40.0
394,8,1,True,40.0
394,9,1,True,40.0
394,10,1,True,40.0
397,5,2,True,90.0
397,6,2,True,90.0
397,7,2,True,90.0
397,8,2,True,90.0
397,9,2,True,90.0
397,10,2,True,90.0
397,11,2,True,90.0
397,12,2,True,90.0
